ru_name;en_name
ЦЕРЕТЕЛИ;TSERETELI
ЦИКЛАУРИ;TSIKLAURI
ИЛЬЯ;ILIA
ЧАВЧАВАДЗЕ;CHAVCHAVADZE
ЧЕЙШВИЛИ;CHEISHVILI
ЧИКОВАНИ;CHIKOVANI
ОТАР;OTAR
ЧИЛАДЗЕ;CHILADZE
ЗАХАРИЙ;ZAKARIA
ЧИЧИНАДЗЕ;CHICHINADZE
ДАНИЕЛ;DANIEL
ЧОНКАДЗЕ;CHONKADZE
ГОДЕРДЗИ;GODERDZI
ЧОХЕЛИ;CHOKHELI
ЧХАИДЗЕ;CHKHAIDZE
ДАВИД;DAVID
ЧХЕИДЗЕ;CHKHEIDZE
МЗИЯ;MZIA
ЧХЕТИАНИ;CHKHETIANI
ПАНТЕЛЕЙМОН;PANTELEIMON
ЧХИКВАДЗЕ;CHKHIKVADZE
ДЕМНА;DEMNA
ШЕНГЕЛАЯ;SHENGELAIA
АЛЕКСАНДР;ALEKSANDR
ЭБАНОИДЗЕ;EBANOIDZE
МЕРАБ;MERAB
ЭЛИОЗИШВИЛИ;ELIOZISHVILI
РАФАЭЛ;RAPHAEL
ЭРИСТАВИ;ERISTAVI
ИВАН;IOANE
ЯЛГУЗИДЗЕ;IALGHUZIDZE
