ru_name;en_name
ДАВИД;DAVID
НАКАНИ;NAKANI
НАРЕКЛИШВИЛИ;NAREKLISHVILI
НЕМСАДЗЕ;NEMSADZE
НИНУА;NINUA
АБАЙОМИ;ABAYOMI
ОВОНИКОКО;SEUN
ОДИКАДЗЕ;ODIKADZE
ТОРНИКЕ;TORNIKE
ОКРИАШВИЛИ;OKRIASHVILI
СЕРГЕЙ;SERGO
ОРБЕЛАДЗЕ;ORBELADZE
ПАИКИДЗЕ;PAIKIDZE
ПАНЦУЛАЯ;PANTSULAIA
ПАНЦХАВА;PANTSKHAVA
ПАПУНАИШВИЛИ;PAPUNASHVILI
ТАМАЗ;TAMAZ
ПЕРТИЯ;PERTIA
ПАПУНА;PAPUNA
ПОНИАВА;PONIAVA
ПОПХАДЗЕ;POPKHADZE
ПОЦХВЕРИЯ;POTSKHVERIA
ПРИДОНИШВИЛИ;PRIDONISHVILI
РЕВАЗИШВИЛИ;REVAZISHVILI
РЕВИШВИЛИ;REVISHVILI
НУКРИ;NUKRI
РЕХВИАШВИЛИ;REKHVIASHVILI
МИРИАН;MIRIAN
РОБАКИДЗЕ;ROBAKIDZE
РУСИЯ;RUSIA
ГУДЖА;GUJA
РУХАИА;RUKHAIA
ЭДИК;EDIK
САДЖАЯ;SADZHAYA
САЛУКВАДЗЕ;SALUKVADZE
САМУРКАСОВИ;SAMURKASOVI
САНДОХАДЗЕ;SANDOKHADZE
ЗАУР;ZAUR
СВАНАДЗЕ;SVANADZE
ВАСИЛИЙ;VASO
СЕПАШВИЛИ;SEPASHVILI
СЕТУРИДЗЕ;SETURIDZE
СИЛАГАДЗЕ;SILAGADZE
СИРАДЗЕ;SIRADZE
СИРБИЛАДЗЕ;SIRBILADZE
СИТЧИНАВА;SICHINAVA
СИХАРУЛИДЗЕ;SIKHARULIDZE
ТЕНГИЗ;TENGIZ
СИЧИНАВА;SICHINAVA
СПАНДЕРАШВИЛИ;SPANDERASHVILI
СХИРТЛАДЗЕ;SKHIRTLADZE
ДЖЕМАЛ;JEMAL
ТАБИДЗЕ;TABIDZE
САИД;SAID
ТАРБА;TARBA
ТАРГАМАДЗЕ;TARGAMADZE
ВАЖА;VAZHA
ТАРХНИШВИЛИ;TARKHNISHVILI
ДИМИТРИ;DIMITRI
ТАТАНАШВИЛИ;TATANASHVILLI
ЭНУКИ;ENUKI
ТЕВЗАДЗЕ;TEVZADZE
ГАГА;GAGA
ТИБИЛАШВИЛИ;TIBILASHVILI
ТКЕБУЧАВА;TKEBUCHAVA
ТОГОНИДЗЕ;TOGONIDZE
СЕВАСТЬЯН;SEVASTI
ТОДУА;TODUA
ТОТАДЗЕ;TOTADZE
ТРАПАИДЗЕ;TRAPAIDZE
ТУГУШИ;TUGUSHI
УДЖМАДЖУРИДЗЕ;UJMAJURIDZE
ХАГБА;KHAGBA
ХАРАБАДЗЕ;KHARABADZE
ХАРАИШВИЛИ;KHARAISHVILI
ХВАДАГИАНИ;KHVADAGIANI
ХИДЕШЕЛИ;KHIDESHELI
ХИЗАНЕЙШВИЛИ;KHIZANEISHVILI
ХИЗАНИШВИЛИ;KHIZANISHVILI
ДЕВИКО;DEVIKO
ХИНЧАГОВ;KHINCHAGOV
ХМАЛАДЗЕ;KHMALADZE
ХМЕЛИДЗЕ;KHMELIDZE
ХОДЖАВА;KHOJAVA
ХОМЕРИКИ;KHOMERIKI
ХОЧОЛАВА;KHOCHOLAVA
ХУБУТИЯ;KHUBUTIA
ЛУКАС;LUCAS
ХУФНАГЕЛЬ;HUFNAGEL
ХУЧУА;KHUCHUA
ГРИГОРИЙ;GRIGOL
ЦААВА;TSAAVA
ЦЕРЕТЕЛИ;TSERETELI
ЦЕЦХЛАДЗЕ;TSETSKHLADZE
ЦИКАРИДЗЕ;TSIKARIDZE
ЦИМАКУРИДЗЕ;TSIMAKURIDZE
ЦИНАМДЗГВРИШВИЛИ;TSINAMDZGVRISHVILI
ЦИНЦАДЗЕ;TSINTSADZE
ЦИСКАРИДЗЕ;TSISKARIDZE
ЦИСКАРИШВИЛИ;TSISKARISHVILI
ЦКАРОЗИЯ;TSKAROZIA
ЦКИТИШВИЛИ;TSKITISHVILI
ЦХАДАДЗЕ;TSKHADADZE
ЧАГЕЛИШВИЛИ;CHAGELISHVILI
ЧАКВЕТАДЗЕ;CHAKVETADZE
ЧАЛАДЗЕ;CHALADZE
ЧАНТУРИШВИЛИ;CHANTURISHVILI
ЧАНТУРИЯ;CHANTURIA
ВИССАРИОН;SOSO
ЧЕДИЯ;CHEDIA
АНДРЕЙ;ANDREI
ЧЕКУНОВ;CHEKUNOV
ЧЕЛЕБАДЗЕ;CHELEBADZE
ЧЕЛИДЗЕ;CHELIDZE
ЧИГОЕВ;CHIGOEV
ЧИХРАДЗЕ;CHIKHRADZE
ЧИЧВЕЙШВИЛИ;CHICHVEISHVILI
ЧХАИДЗЕ;CHKHAIDZE
ЧХЕТИАНИ;CHKHETIANI
ШАШИАШВИЛИ;SHASHIASHVILI
ШЕКИЛАДЗЕ;SHEKILADZE
МУРТАЗИ;MURTAZ
ШЕЛИЯ;SHELIA
ШЕНГЕЛИЯ;SHENGELIA
ЭБРАЛИДЗЕ;EBRALIDZE
ЗААЛ;ZAALI
ЭЛИАВА;ELIAVA
ЭНДЕЛАДЗЕ;ENDELADZE
