ru_name;en_name
ВЛАДИМИР;LADO
ГУРГЕНИДЗЕ;GURGENIDZE
ДАВИТАШВИЛИ;DAVITASHVILI
ФЕОФАН;FEOFAN
ДАВИТАЯ;DAVITAIA
АМИРАН;AMIRAN
ДАРСАВЕЛИДЗЕ;DARSAVELIDZE
ГЕОРГИЯ;GEORGI
ДВАЛИ;DVALI
ХАТИЯ;KHATIA
ДЕКАНОИДЗЕ;DEKANOIDZE
ДЕМЕТРАДЗЕ;DEMETRADZE
ДЕРЮГИН;DERUGIN
ДЖАВАХИШВИЛИ;JAVAKHISHVILI
СИМОН;SIMON
ДЖАНАШИА;JANASHIA
НИКОЛОЗ;NIKOLOZ
ДЖАНДЖГАВА;JANJGAVA
АЛЕКСАНДРА;ALEXANDRA
ДЖАПАРИДЗЕ;JAPARIDZE
ГОЧА;GOCHA
ОТАР;OTAR
ТЕДО;TEDO
ДЖИБЛАДЗЕ;JIBLADZE
СЕРГИ;SERGI
ДЖИКИЯ;DZHIKIYA
ДЖИНДЖИХАШВИЛИ;DJIN
ДЖОРДЖИКИЯ;DZHORDZHIKIYA
ВИКТОР;VICTOR
ДОЛИДЗЕ;DOLIDZE
ДАВИД;DAVID
КЕТИ;KETI
СЕМЁН;SIKO
ДУДУЧАВА;DUDUCHAVA
ГЕЛА;GELA
ДУМБАДЗЕ;DUMBADZE
ЖВАНИЯ;ZHVANIA
ВИССАРИОН;BESO
ЖГЕНТИ;ZGENTI
ЗАКАРЕЙШВИЛИ;ZAKAREISHVILI
ЗАЛКАЛИАНИ;ZAKALIANI
ЕКАТЕРИНА;EKA
ЗГУЛАДЗЕ;ZGULADZE
ГЕОРГИЙ;GEORGY
ЗЕДГЕНИДЗЕ;ZEDGENIDZE
ВАНО;VANO
ЗОДЕЛАВА;ZODELAVA
АВЛИПИЙ;AVLIPI
ЗУРАБАШВИЛИ;ZURABASHVILI
БИДЗИНА;BIDZINA
ИВАНИШВИЛИ;IVANISHVILI
РЕВАЗ;REVAZ
ИНАНИШВИЛИ;INANISHVILI
ИРМА;IRMA
ИНАШВИЛИ;INASHVILI
ИНЦКИРВЕЛИ;INTSKIRVELI
ТЕНГИЗ;TENGIZ
ИРЕМАДЗЕ;IREMADZE
ИСАКАДЗЕ;ISAKADZE
КАВТАРАДЗЕ;KAVTARADZE
ВАЛЕРИЙ;VALERY
КАДЖАЯ;KADZHAYA
МЕРАБ;MERAB
КАКУЛИЯ;KAKULIA
КАХАБЕР;KAKHA
КАЛАДЗЕ;KALADZE
КАЛАНДАДЗЕ;KALANDADZE
ВИССАРИОН;BESIK
МАРИЯ;MARY
КАРБЕЛАШВИЛИ;KARBELASHVILI
КАРТОЗИЯ;KARTOZIA
КАРУМИДЗЕ;KARUMIDZE
КАУХЧИШВИЛИ;KAUKHCHISHVILI
ТИНАТИН;TINA
КАХНИАШВИЛИ;KAHNIASHVILI
ИВАН;IVANE
КАЧАРАВА;KACHARAVA
ТАРАСИЙ;TARASI
КВАРАЦХЕЛИЯ;KVARATSKHELIA
КВИРИКАДЗЕ;KVIRIKADZE
КВИРИКАШВИЛИ;KVIRIKASHVILI
КВИТАШВИЛИ;KVITASHVILI
ДАВИД;DAVIT
КЕЗЕРАШВИЛИ;KEZERASHVILI
ЛЮБОВЬ;LIUBOV
КЕМУЛАРИА-НАТАДЗЕ;KEMULARIA-NATHADZE
РУСУДАН;RUSUDAN
КЕНИЯ;KENIA
НИКОЛАЙ;NIKO
КЕЦХОВЕЛИ;KETSKHOVELI
РОЛАН;ROLAN
КИЛАДЗЕ;KILADZE
ДЖЕМАЛ;JEMAL
КИРИА;KIRIA
КОБАХИДЗЕ;KOBAKHIDZE
КОБУЛИЯ;KOBULIA
КОСТАВА;KOSTAVA
ВАХУШТИ;VAKHUSHTI
КОТЕТИШВИЛИ;KOTETISHVILI
МУХАДИН;MUKHADIN
КУМАХОВ;KUMAKHOV
ДМИТРИЙ;DIMITRI
КУМСИШВИЛИ;KUMSISHVILI
ВИКТОР;VIKTOR
КУПРАДЗЕ;KUPRADZE
КУЧАВА;KUCHAVA
ЛЕОНИДЗЕ;LEONIDZE
ДЖУМБЕР;JUMBER
ЛАМИНАДЗЕ;LOMINADZE
КЕТЕВАН;KETEVAN
ЛОМТАТИДЗЕ;LOMTATIDZE
ЛОМУРИ;LOMOURI
ВАЖА;VAZHA
ЛОРДКИПАНИДЗЕ;LORTKIPANIDZE
МАРИАМ;MARIAN
ЛОРДКИПАНИДЗЕ;LORDKIPANIDZE
МИХАИЛ;MIKHAIL
ЛОХВИЦКИЙ;LOKHVITSKY
ЕКАТЕРИНА;EKATERINE
МАЙЕРИНГ-МИКАДЗЕ;MEIERING-MIKADZE
МАЛАШХИЯ;MALASHKHIA
МАРГВЕЛАШВИЛИ;MARGHVILASHVILI
МАРГИАНИ;MARGIANI
МАРУАШВИЛИ;MARUASHVILI
МАХАРАДЗЕ;MAKHARADZE
КИТИ;KITTY
МАЧАБЕЛИ;MACHABELI
МУХРАН;MUKHRAN
МАЧАВАРИАНИ;MACHAVARIANI
МГАЛОБЛИШВИЛИ;MGALOBLISHVILI
МЕКВАБИШВИЛИ;MEKVABISHVILI
МЕЛИКИШВИЛИ;MELIKISHVILI
РОИН;ROIN
МЕТРЕВЕЛИ;METREVELI
МИКЕЛАДЗЕ;MIKELADZE
МАТЭ;MATE
МИРИАНАШВИЛИ;MIRIANASHVILI
АКА;AKA
МОРЧИЛАДЗЕ;MORCHILADZE
ЛИГУРИ;LIGURI
МОСУЛИШВИЛИ;MOSULISHVILI
МИХО;MIHO
АНАТОЛИЙ;ANATOLIY
МОШИАШВИЛИ;MOSHIASHVILI
МАКВАЛА;MAKVALA
МРЕВЛИШВИЛИ;MREVLISHVILI
МУСХЕЛИШВИЛИ;MUSKHELISHVILI
НИКОЛАЙ;NIKOLAY
ТАМАРА;TAMARA
МХЕИДЗЕ;MKHEIDZE
НАСАРАЯ;NASARAYA
НАТЕЛАШВИЛИ;NATELASHVILI
НИКОЛАИШВИЛИ;NIKOLAISHVILI
ШОТА;SHOTA
НИШНИАНИДЗЕ;NISHNIANIDZE
ОКРУАШВИЛИ;OKRUASHVILI
БУЛАТ;BULAT
ОКУДЖАВА;OKUDZHAVA
МУРМАН;MURMAN
ОМАНИДЗЕ;OMANIDZE
ОНИАНИ;ONIANI
ОТХМЕЗУРИ;OTKHMEZURI
МАЙЯ;MAIA
ПАНДЖИКИДЗЕ;PANJIKIDZE
ВЛАДИМИР;VLADIMER
ПАПАВА;PAPAVA
ПАТАРАДЗЕ;PATARADZE
ВЛАДИМИР;VLADIMIR
ПЕТВИАШВИЛИ;PETVIASHVILI
АЛЕКСЕЙ;ALEKSI
ПЕТРИАШВИЛИ;PETRIASHVILI
ЛЕОНИД;LEONID
ПРИЛИПКО;PRILIPKO
ТАРИЭЛ;TARIEL
ПУТКАРАДЗЕ;PUTKARADZE
ТАМРИ;TAMRI
ПХАКАДЗЕ;PKHAKADZE
РАДИАНИ;RADIANI
РАТИАНИ;RATIANI
ГРИГОРИЙ;GRIGORY
РАТНЕР;RATNER
РОНДЕЛИ;RONDELI
РЧЕУЛИШВИЛИ;RCHEULISHVILI
САКВАРЕЛИДЗЕ;SAKVARELIDZE
КАЛЛИСТРАТ;KALISTRAT
САЛИЯ;SALIA
САМСОНИЯ;SAMSONIA
САНЕЕВ;SANEYEV
ГУБАЗ;GUBAZ
САНИКИДЗЕ;SANIKIDZE
ТАМАР;TAMAR
ЕВГЕНИЙ;YEVHEN
СМИРНОВ;SMIRNOV
БЕННИ;BENNY
СУДАКОВ;SUDAKOV
АЛЬБЕРТ;ALBERT
ТАВХЕЛИДЗЕ;TAVKHELIDZE
ТАРГАМАДЗЕ;TARGAMADZE
ЭТЕР;ETER
ТАТАРАИДЗЕ;TATARAIDZE
ТАТАШИДЗЕ;TINTILOZOV
ДАРЕЖАН;DAREJAN
ТВАЛТВАДЗЕ;TVALTVADZE
ТЕВЗАДЗЕ;TEVZADZE
КАРЕН;KAREN
ТЕР-МАРТИРОСЯН;TER-MARTIROSIAN
КИРИЛЛ;KIRILL
ТИМОФЕЕВ;TIMOFEEV
ЭКА;EKA
ТКЕШЕЛАШВИЛИ;TKESHELASHVILI
МЗИЯ;MZIA
ТОДУА;TODUA
ВАРЛАМ;VARLAM
ТОПУРИЯ;TOPURIA
НАТЕЛА;NATELA
ТУРНАВА;TURNAVA
БЕЖАН;BEZHAN
УБИРИЯ;UBIRIA
УГУЛАВА;UGULAVA
УКЛЕБА;UKLEBA
УСУПАШВИЛИ;USUPASHVILI
ХАДУРИ;KHADURI
ЗАХИД;ZAHID
ХАЛИЛОВ;KHALILOV
ДАВИД;DAWID
ХАНТАДЗЕ;CHANTADZE
ХАНУМЯН;KHANUMYAN
АННА;ANNA
ХАРАДЗЕ;KHARADZE
ЕВГЕНИЙ;EVGENI
КЕТЕВАН;KATEVAN
ХАРАИДЗЕ;KHARAIDZE
БЕСИК;BESIK
ХАРАНАУЛИ;KHARANAULI
АСЛАН;ASLAN
ХАРБЕДИЯ;KHARBEDIA
ТИНА;TINA
ХИДАШЕЛИ;KHIDASHELI
ЭЛГУДЖА;ELGUJA
ХИНТИБИДЗЕ;KHINTIBIDZE
ХОШТАРИЯ;KHOSHTARIA
ХУБУА;KHUBUA
ЛЕЙЛА;LEILA
ХУСКИВАДЗЕ;KHUSKIVADZE
МАРИАМ;MARIAM
ХУЦУРАУЛИ;KHUTSURAULI
ЦАГАРЕЛИ;TSAGARELI
ЦЕРЕДИАНИ;TSEREDIANI
ЦЕРЕТЕЛИ;TSERETELI
ЦИКЛАУРИ;TSIKLAURI
ЦИНЦАДЗЕ;TSINTSADZE
ПЕТРЕ;PETRE
ЦИСКАРИШВИЛИ;TSISKARISHVILI
ЦИЦИШВИЛИ;TSITSISHVILI
МАЙЯ;MAYA
ЦКИТИШВИЛИ;TSKITISHVILI
ВАСИЛИЙ;VASIL
ЦОМАЯ;TSOMAIA
ТЕЯ;TEA
ЦУЛУКИАНИ;TSULUKIANI
ГИОРГИ;GIORGI
ЧАГЕЛИШВИЛИ;CHAGELISHVILI
ЧАЛИДЗЕ;CHALIDZE
ДЖАНСУГ;JANSUGH
ЧАРКВИАНИ;CHARKVIANI
ПАВЛЕ;PAVLE
ЧЕЙШВИЛИ;CHEISHVILI
ЧЕЛИДЗЕ;CHELIDZE
ЧИАБЕРАШВИЛИ;TCHIABERASHVILI
АЛЕКСАНДР;ALEX
ЧИГОГИДЗЕ;CHIGOGIDZE
АРНОЛЬД;ARNOLD
ЧИКОБАВА;CHIKOBAVA
ЧИКОВАНИ;CHIKOVANI
ЧИЛАДЗЕ;CHILADZE
РАУЛЬ;RAUL
ЧИЛАЧАВА;CHILACHAVA
ПИКРИЯ;PIKRIA
ЧИХРАДЗЕ;CHIKHRADZE
ВАСИЛИЙ;VASILI
ЧХАИДЗЕ;CHKHAIDZE
ВАНО;IVANE
ЧХАРТИШВИЛИ;CHKHARTISHVILI
ЧХЕТИАНИ;CHKHETIANI
ЧХИКВИШВИЛИ;CHKHIKVISHVILI
ШАРИЯ;SZARIA
САМСОН;SAMSON
ШАТАШВИЛИ;SHATASHVILI
СЕБАСТИАН;SEBASTIAN
ШАУМЯН;SHAUMYAN
ДЕМНА;DEMNA
ШЕНГЕЛАЯ;SHENGELAIA
ШЕНГЕЛИЯ;SHENGELIA
ШЕРВАШИДЗЕ;SHARVASHIDZE
БОНДО;BONDO
ШОШИТАИШВИЛИ;SHOSHITAISHVILI
ШХИЯН;SCHCHIAN
ОМАР;OMAR
ЭГАДЗЕ;EGADZE
РЕЗО;REZO
ЭСАДЗЕ;ESADZE
ТЕМУР;TEMUR
ЯКОБАШВИЛИ;IAKOBASHVILI
ПАВЕЛ;PAVEL
ЯРОШЕНКО;YAROSHENKO
