ru_name;en_name
АЛЕКСАНДР;ALEKSANDRE
РЕХВИАШВИЛИ;REKHVIASHVILI
ДАВИД;DAVID
РОНДЕЛИ;RONDELI
АРЧИЛ;ARCHIL
СУЛАКАУРИ;SULAKAURI
КОТЕ;KOTE
СУРМАВА;SURMAVA
ТАБУКАШВИЛИ;TABUKASHVILI
ЯКОВ;IAKOB
ТРИПОЛЬСКИЙ;TRIPOLSKI
ЗУРАБ;ZURAB
ТУТБЕРИДЗЕ;TUTBERIDZE
ЗАЗА;ZAZA
УРУШАДЗЕ;URUSHADZE
ГЕНРИХ;GENRIKH
ХОДЖАВА;KHODZHAVA
ХОТИВАРИ;KHOTIVARI
АЛЕКСАНДР;ALEKO
ЦАБАДЗЕ;TSABADZE
ЦАГАРЕЛИ;TSAGARELI
КОРА;KORA
ЦЕРЕТЕЛИ;CERETELI
ДИТО;DITO
ЦИНЦАДЗЕ;TSINTSADZE
БААДУР;BAADUR
ЦУЛАДЗЕ;TSULADZE
МАРИНА;MARINA
ЦУРЦУМИЯ;TSURTSUMIYA
АЛЕКСАНДР;ALEXANDRE
ЦУЦУНАВА;TSUTSUNAVA
ПАВЛЕ;PAVLE
ЧАРКВИАНИ;CHARKVIANI
РЕЗО;REZO
ЧЕЙШВИЛИ;CHEISHVILI
ЧЕЛИДЗЕ;CHELIDZE
ЧИАУРЕЛИ;CHIAURELI
ГРИГОЛ;GRIGOL
ЧИКОВАНИ;CHIKOVANI
АМИРАН;AMIRAN
ЧИЧИНАДЗЕ;CHICHINADZE
ГОДЕРДЗИ;GODERDZI
ЧОХЕЛИ;CHOKHELI
АЛЕКСАНДР;ALEXANDER
ЧХАИДЗЕ;CHKHAIDZE
БИДЗИНА;BIDZINA
ЧХЕИДЗЕ;CHKHEIDZE
ШАМАТАВА;SHAMATAVA
ШАРАБИДЗЕ;SHARABIDZE
ШЕНГЕЛАЯ;SHENGELAIA
НИКОЛАЙ;NIKOLOZ
ШЕНГЕЛАЯ;SHENGELAYA
ЭЛЬДАР;ELDAR
БОНДО;BONDO
ШОШИТАИШВИЛИ;SHOSHITAISHVILI
ЭКВТИМИШВИЛИ;EKVTIMISHVILI
ЛИАНА;LIANA
ЭЛИАВА;ELIAVA
ЭЛИОЗИШВИЛИ;ELIOZISHVILI
ЭСАДЗЕ;ESADZE
ЛЕОНАРД;LEONARD
ЭСАКИЯ;ESAKIA
