ru_name;en_name
МЕЛУА;MELUA
МЕТОНИДЗЕ;METONIDZE
АЛЕКСАНДР;ALEX
МЕТРЕВЕЛИ;METREVELI
РОИН;ROIN
МОСИДЗЕ;MOSIDZE
ТЕЙМУРАЗ;MURAZ
МУРВАНИДЗЕ;MURVANIDZE
НУРСУЛТАН;NURSULTAN
НАЗАРБАЕВ;NAZARBAYEV
БИНЬЯМИН;BENJAMIN
НЕТАНЬЯХУ;NETANYAHU
РАЧВЕЛИ;RACHVELI
ГИЗО;GIZO
НИШНИАНИДЗЕ;NISHNIANIDZE
БОРИС;BORIS
ПАЙЧАДЗЕ;PAICHADZE
ЗАЗА;ZAZA
ПАЧУЛИЯ;PACHULIA
ЕВГЕНИЙ;YEVGENY
ПРИМАКОВ;PRIMAKOV
НИНА;NINO
РАМИШВИЛИ;RAMISHVILI
МСТИСЛАВ;MSTISLAV
РОСТРОПОВИЧ;ROSTROPOVICH
САГАРАДЗЕ;SAGARADZE
САНЕЕВ;SANEYEV
АНАТОЛИЙ;ANATOLY
СОБЧАК;SOBCHAK
КОНСТАНТИНОС;KONSTANTINOS
СТЕФАНОПУЛОС;STEPHANOPOULOS
МЭЛОР;MELOR
СТУРУА;STURUA
ИЛЬЯ;ILIKO
СУХИШВИЛИ;SUKHISHVILI
ТАБЛИАШВИЛИ;TABLIASHVILI
ТАВАДЗЕ;TAVADZE
АЛЬБЕРТ;ALBERT
ТАВХЕЛИДЗЕ;TAVKHELIDZE
СЕСИЛЬ;SESILIA
ТАКАИШВИЛИ;TAKAISHVILI
ТАКТАКИШВИЛИ;TAKTAKISHVILI
ЦИСАНА;TSISANA
ТАТИШВИЛИ;TATISHVILI
ТЕДИАШВИЛИ;TEDIASHVILI
ГЕОРГИЙ;GEORGY
ТОВСТОНОГОВ;TOVSTONOGOV
ТОИДЗЕ;TOIDZE
МИХАИЛ;MIKHEIL
ТУМАНИШВИЛИ;TUMANISHVILI
ЕВГЕНИЙ;EVGENI
ХАРАДЗЕ;KHARADZE
ЦАБАДЗЕ;TSABADZE
ЦЕРЕТЕЛИ;TSERETELI
КОНСТАНТИН;KONSTANTINE
ЦЕРЕТЕЛИ;CERET'ELI
ВЕРА;VERA
ЦИГНАДЗЕ;TSIGNADZE
ТЕЙМУРАЗ;TEIMURAZ
ЦИКЛАУРИ;TSIKLAURI
ДАВИД;DAVID
ЦИМАКУРИДЗЕ;TSIMAKURIDZE
ЦИЦИШВИЛИ;TSITSISHVILI
ДЖАНСУГ;JANSUGH
ЧАРКВИАНИ;CHARKVIANI
ЧАХАВА;CHAKHAVA
ВАЛЕРИАН;VALERIAN
ЧЕЛИДЗЕ;CHELIDZE
СОФИКО;SOFIKO
ЧИАУРЕЛИ;CHIAURELI
МАЙЯ;MAIA
ЧИБУРДАНИДЗЕ;CHIBURDANIDZE
ЧИВАДЗЕ;CHIVADZE
ЧИЛАДЗЕ;CHILADZE
РАФАЭЛЬ;RAFAEL
ЧИМИШКЯН;CHIMISHKYAN
ГЮЛЛИ;GYULLI
ЧОХЕЛИ;CHOKHELI
ЧХЕИДЗЕ;CHKHEIDZE
РАМАЗ;RAMAZ
ЧХИКВАДЗЕ;CHKHIKVADZE
АКАКИЙ;AKAKI
ШАНИДЗЕ;SHANIDZE
ЭДУАРД;EDUARD
ШЕВАРДНАДЗЕ;SHEVARDNADZE
ШЕНГЕЛАЯ;SHENGELAIA
ШХВАЦАБАЯ;SHKHVATSABAYA
АНЗОР;ANZOR
ЭРКОМАИШВИЛИ;ERKOMAISHVILI
ЖАН-МАРК;JEAN-MARC
ЭРО;AYRAULT
