ru_name;en_name
ВЛАДИМИР;VLADIMER
ЖГЕНТИ;ZHGHENTI
СУЛИКО;SULIKO
ЖГЕНТИ;JGENTI
ЖОРЖОЛИАНИ;ZHORZHOLIANI
МИХАИЛ;MIXEIL
ЗАНДУКЕЛИ;ZANDUKELI
КИРИЛЛ;KYRIL
ЗДАНЕВИЧ;ZDANEVICH
АВЛИПИЙ;AVLIPI
ЗУРАБАШВИЛИ;ZURABASHVILI
ИЕТИМ;YETIM
ГУРДЖИ;GURDJI
РЕВАЗ;REVAZ
ИНАНИШВИЛИ;INANISHVILI
АЛЕКСАНДР;ALEKSANDR
ИНАШВИЛИ;INASHVILI
ПАВЕЛ;PAVLE
ИНГОРОКВА;INGOROKVA
ДЖАБА;JABA
ИОСЕЛИАНИ;IOSELIANI
ОТИА;OTIA
ПЛАТОН;PLATON
ШОТА;SHOTA
КАВЛАШВИЛИ;KAVLASHVILI
СЕРГЕЙ;SERGEY
КАВТАРАДЗЕ;KAVTARADZE
КАКАБАДЗЕ;KAKABADZE
ПОЛИКАРП;POLIKARPE
САРГИС;SARGIS
КАРЛО;KARLO
КАЛАДЗЕ;KALADZE
НИКОЛАЙ;NIKOLOZ
КАНДЕЛАКИ;KANDELAKI
ГИЯ;GIA
КАНЧЕЛИ;KANCHELI
КАПИАНИДЗЕ;KAPIANIDZE
КОХТА;KOKHTA
КАРАЛАШВИЛИ;KARALASHVILI
АНДРЕЙ;ANDREI
КАРАШВИЛИ;KARASHVILI
ДЖАНСУГ;JANSUG
КАХИДЗЕ;KAKHIDZE
БИДЗИНА;BIDZINA
КВЕРНАДЗЕ;KVERNADZE
АРЧИЛ;ARCHIL
КЕРЕСЕЛИДЗЕ;KERESELIDZE
НИКОЛАЙ;NIKO
КЕЦХОВЕЛИ;KETSKHOVELI
ИОСИФ;IOSEB
КЕЧАКМАДЗЕ;KECHAKMADZE
КЕШЕЛАВА;KESHELAVA
ГЕРОНТИЙ;GERONTI
КИКОДЗЕ;K`IK`OZE
ГРИГОРИЙ;GRIGOL
КИЛАДЗЕ;KILADZE
ЭДИШЕР;EDISHER
КИПИАНИ;KIPIANI
СЕРГО;SERGO
КЛДИАШВИЛИ;KLDIASHVILI
ОТАР;OTAR
КОБЕРИДЗЕ;KOBERIDZE
СЕРГЕЙ;SERGO
КОБУЛАДЗЕ;KOBULADZE
РОДИОН;RODION
КОРКИЯ;KORKIA
АПОЛЛОН;APOLLON
КУТАТЕЛАДЗЕ;KUTATELADZE
КУЧИШВИЛИ;KUCHISHVILI
ЛАГИДЗЕ;LAGIDZE
ЛАСХИШВИЛИ;LASKHISHVILI
МУРМАН;MURMAN
ЛЕБАНИДЗЕ;LEBANIDZE
АРТУР;ARTHUR
ЛЕЙСТ;LEIST
КОНСТАНТИН;KONSTANTIN
ЛЕСЕЛИДЗЕ;LESELIDZE
ВИКЕНТИЙ;CHOLA
ЛОМТАТИДЗЕ;LOMTATIDZE
ГРИГОРИЙ;GIGA
ЛОРДКИПАНИДЗЕ;LORTKIPANIDZE
НИКО;NIKO
КЕТЕВАН;KETEVAN
МАГАЛАШВИЛИ;MAGALASHVILI
МАКАШВИЛИ;MAKASHVILI
МАМАЦЕВ;MAMATSASHVILI
ЭРОСИ;EROSI
МАНДЖГАЛАДЗЕ;MANJGALADZE
МАРГИАНИ;MARGIANI
МАРДЖАНИШВИЛИ;MARDZHANISHVILI
КОНСТАНТИН;KOTE
МАХАРАДЗЕ;MAKHARADZE
МАЧАБЕЛИ;MIKHEIL
МИХАИЛ;MACHABELI
АЛЕКСЕЙ;ALEKSANDRE
МАЧАВАРИАНИ;MACHAVARIANI
СОПРОМ;SOPROM
МГАЛОБЛИШВИЛИ;MGALOBLISHVILI
ГЕОРГИЙ;GEORGI
МДИВАНИ;MDIVANI
МЕГВИНЕТУХУЦЕСИ;MEGVINETUKHUTSESI
ТАМАЗ;TAMAZ
МЕЛИАВА;MELIAVA
ЛЕВОН;LEVON
МЕЛИКСЕТ-БЕК;MELIKSET-BEK
АЛОИЗИЙ;ALOIZY
МИЗАНДАРИ;MIZANDARY
ГУРАМ;GURAM
МИНАШВИЛИ;MINASHVILI
МИРЦХУЛАВА;MIRTSKHULAVA
ИЛЬЯ;ILO
МОСАШВИЛИ;MOSASHVILI
МАКВАЛА;MAKVALA
МРЕВЛИШВИЛИ;MREVLISHVILI
МШВЕЛИДЗЕ;MSHVELIDZE
КОЛАУ;KOLAU
НАДИРАДЗЕ;NADIRADZE
ИЛЬЯ;ILIA
НАКАШИДЗЕ;NAKASHIDZE
НИНО;NINO
ГИЗО;GIZO
НИШНИАНИДЗЕ;NISHNIANIDZE
НОНЕШВИЛИ;NONESHVILI
ВАЖА;VAZHA
ОКУДЖАВА;OKUJAVA
ПАГАВА;PAGHAVA
ПАНДЖИКИДЗЕ;PANJIKIDZE
ПАТАРАЯ;PATARAIA
ПИПИНАШВИЛИ;PIPINASHVILI
ПОЦХВЕРАШВИЛИ;POTSKHVERASHVILI
РАДИАНИ;RADIANI
БАЧАНА;BACHANA
РАЗИКАШВИЛИ;RAZIKASHVILI
ТЕДО;TEDO
РАМИШВИЛИ;RAMISHVILI
РОИНАШВИЛИ;ROINASHVILI
САГАРАДЗЕ;SAGARADZE
САКАНДЕЛИДЗЕ;SAKANDELIDZE
ИЛЬЯ;ILIKO
СУХИШВИЛИ;SUKHISHVILI
ТАБУКАШВИЛИ;TABUKASHVILI
СОЛОМОН;SOLOMON
ТАВАДЗЕ;TAVADZE
ТАКТАКИШВИЛИ;TAKTAKISHVILI
МИХАИЛ;MICHEL
ТАМАРАШВИЛИ;TAMARATI
ЦИСАНА;TSISANA
ТАТИШВИЛИ;TATISHVILI
ТВАЛЧРЕЛИДЗЕ;TVALCHRELIDZE
АЛЕКСАНДРА;ALEKSANDRA
ТОИДЗЕ;TOIDZE
МОИСЕЙ;MOSE
ВАЛЕНТИН;VALENTIN
ТОПУРИДЗЕ;TOPURIDZE
ВАРЛАМ;VARLAM
ТОПУРИЯ;TOPURIA
МИХАИЛ;MIKHEIL
ТУМАНИШВИЛИ;TUMANISHVILI
ИОНА;IONA
ТУСКИЯ;TUSKIYA
ХАХАНОВ;KHAKHANOV
ДМИТРИЙ;DUTU
ХОШТАРИЯ;MEGRELI
ЦАБАДЗЕ;TSABADZE
ЦЕРЕТЕЛИ;TSERETELI
СУЛХАН;SULKHAN
ЦИНЦАДЗЕ;TSINTSADZE
ТАМАРА;TAMARI
ЦИЦИШВИЛИ;TSITSISHVILI
НАДЕЖДА;NADEZHDA
ЦОМАЯ;TSOMAIA
АЛЕКСАНДР;ALEXANDRE
ЦУЦУНАВА;TSUTSUNAVA
ТАМАРА;TAMARA
ЧАВЧАВАДЗЕ;CHAVCHAVADZE
ЧАХАВА;CHAKHAVA
СОФИКО;SOFIKO
ЧИАУРЕЛИ;CHIAURELI
ЧИКОВАНИ;CHIKOVANI
ЧИТАЯ;CHITAIA
ВАСИЛИЙ;VASILI
ЧХАИДЗЕ;CHKHAIDZE
ЧХАРТИШВИЛИ;CHKHARTISHVILI
ЧХЕНКЕЛИ;CHKHENKELI
РАМАЗ;RAMAZ
ЧХИКВАДЗЕ;CHKHIKVADZE
ШАВГУЛИДЗЕ;SHAVGULIDZE
САНДРО;SANDRO
ШАНШИАШВИЛИ;SHANSHIASHVILI
ДЕМНА;DEMNA
ШЕНГЕЛАЯ;SHENGELAIA
ШЕНГЕЛАЯ;SHENGELAYA
ЛИЯ;LIA
ЭЛИАВА;ELIAVA
ЭРИСТАВИ-ХОШТАРИЯ;ERISTAVI-KHOSHTARIA
ЭРИСТАВИ;ERISTAVI
ЛЕОНАРД;LEONARD
ЭСАКИЯ;ESAKIA
ЭУЛИ;EULI
ПАОЛО;PAOLO
ЯШВИЛИ;IASHVILI
