ru_name;en_name
ДИДЬЕ;DIDIER
ОВОНО;OVONO
ОДИКАДЗЕ;ODIKADZE
ОРБЕЛАДЗЕ;ORBELADZE
ПАИКИДЗЕ;PAIKIDZE
БОРИС;BORIS
ПАЙЧАДЗЕ;PAICHADZE
ПАНЦУЛАЯ;PANTSULAIA
ПАНЦХАВА;PANTSKHAVA
ВИКТОР;VICTOR
ПАНЮКОВ;PANYUKOV
ПАПУНАИШВИЛИ;PAPUNASHVILI
ПЕТРИАШВИЛИ;PETRIASHVILI
АЛКИВИАД;ALKIVIAD
ПЕХЛЕВАНИДИ;PEKHLEVANIDI
МИХАИЛ;MYCHAJLO
ПЕЧЁНЫЙ;PECZENY
ПИРАЕВ;PIRAYEV
ПРИДОНИШВИЛИ;PRIDONISHVILI
МИЛАН;MILAN
РАДИН;RADIN
ЗАЗА;ZAZA
РЕВИШВИЛИ;REVISHVILI
НУКРИ;NUKRI
РЕХВИАШВИЛИ;REKHVIASHVILI
ДЖУМБЕР;DZHUMBER
РУСАДЗЕ;RUSADZE
ГУДЖА;GUJA
РУХАИА;RUKHAIA
ЭДИК;EDIK
САДЖАЯ;SADZHAYA
САЛДАДЗЕ;SALDADZE
САЛУКВАДЗЕ;SALUKVADZE
САНАЯ;SANAYA
ИБРАГИМ;IBRAGIM
САРДЖВЕЛАДЗЕ;SARDZHVELADZE
СВАНАДЗЕ;SVANADZE
СЕРДЮК;SERDIUK
СЕТУРИДЗЕ;SETURIDZE
СТЕПАН;STEFAN
СИКАЧ;SICACI
СИЛАГАДЗЕ;SILAGADZE
СИХАРУЛИДЗЕ;SIKHARULIDZE
СИЧИНАВА;SICHINAVA
СОМОВ;SOMOV
ЗУРАБ;ZURAB
СОТКИЛАВА;SOTKILAVA
ИЛИЯ;ILIJA
СПАСОЕВИЧ;SPASOJEVIC
СУЛАКВЕЛИДЗЕ;SULAKVELIDZE
СХИРТЛАДЗЕ;SKHIRTLADZE
ТАВАДЗЕ;TAVADZE
ЭДМОНТ;EDMONT
ТАНТЫБА;TANTYBA
САИД;SAID
ТАРБА;TARBA
ДИМИТРИ;DIMITRI
ТАТАНАШВИЛИ;TATANASHVILLI
ЭНУКИ;ENUKI
ТЕВЗАДЗЕ;TEVZADZE
БАХВА;BAKHVA
ТЕДЕЕВ;TEDEYEV
ОМАРИ;OMARI
ТЕТРАДЗЕ;TETRADZE
ТКЕБУЧАВА;TKEBUCHAVA
ТОДРИЯ;TODRIYA
ТОРАДЗЕ;TORADZE
ТОТАДЗЕ;TOTADZE
ТРАПАИДЗЕ;TRAPAIDZE
ИВАН;IVAN
ТРУБОЧКИН;TRUBOCHKIN
РАМАЗ;RAMAZ
УРУШАДЗЕ;URUSHADZE
ФРОЛОВ;FROLOV
РОМАН;ROMAN
ХАГБА;KHAGBA
ХАПОВ;KHAPOV
ХАРАБАДЗЕ;KHARABADZE
ХАРБЕДИЯ;KHARBEDIA
ХАСАЯ;KHASAYA
ХВАДАГИАНИ;KHVADAGIANI
ХИДЕШЕЛИ;KHIDESHELI
ХИЗАНЕЙШВИЛИ;KHIZANEISHVILI
ХИЗАНИШВИЛИ;KHIZANISHVILI
ХИНЧАГАШВИЛИ;KHINCHAGASHVILI
ХМАЛАДЗЕ;KHMALADZE
ХОМЕРИКИ;KHOMERIKI
ХОЧОЛАВА;KHOCHOLAVA
ХУБУТИЯ;KHUBUTIA
МУРТАЗ;MURTAZ
ХУРЦИЛАВА;KHURTSILAVA
ЭЛГУДЖА;ELGUDZHA
ХУЦИШВИЛИ;KHUTSISHVILI
ЦААВА;TSAAVA
ЦАГАРЕЙШВИЛИ;TSAGAREISHVILI
АХРИК;AKHRIK
ЦВЕЙБА;TSVEIBA
ЦЕРЕТЕЛИ;TSERETELI
ЦИМАКУРИДЗЕ;TSIMAKURIDZE
МАТЕ;MATE
ЦИНЦАДЗЕ;TSINTSADZE
ЦКИТИШВИЛИ;TSKITISHVILI
ЦХАДАДЗЕ;TSKHADADZE
ЦХОВРЕБОВ;TSKHOVREBOV
ЧАКВЕТАДЗЕ;CHAKVETADZE
ЧАНТУРИШВИЛИ;CHANTURISHVILI
ВИССАРИОН;SOSO
ЧЕДИЯ;CHEDIA
ЧЕКУНОВ;CHEKUNOV
ЧЕЛЕБАДЗЕ;CHELEBADZE
ЧЕЛИДЗЕ;CHELIDZE
ГРИГОРИЙ;GRIGORY
ЧИВАДЗЕ;CHIVADZE
ЧИЛАЯ;CHILAIA
ЧИХРАДЗЕ;CHIKHRADZE
ЧИЧВЕЙШВИЛИ;CHICHVEISHVILI
ГУРАМ;GOERAM
ЧКАРЕУЛИ;TSJKAREOELI
ЧКУАСЕЛИ;CHKUASELI
ЧОХЕЛИ;CHOKHELI
ЧОХОНЕЛИДЗЕ;CHOKHONELIDZE
ЧУМБУРИДЗЕ;CHUMBURIDZE
ГИЯ;GIA
ЧХАИДЗЕ;CHKHAIDZE
ВАЛЕРИАН;VALERIAN
ЧХАРТИШВИЛИ;CHKHARTISHVILI
ШАВГУЛИДЗЕ;SHAVGULIDZE
ШАШИАШВИЛИ;SHASHIASHVILI
МУРТАЗИ;MURTAZ
ШЕЛИЯ;SHELIA
ШЕНГЕЛИЯ;SHENGELIA
МИХАИЛ;MYKHAYLO
ШИШКА;SHYSHKA
ТЕЙМУРАЗ;TEIMURAZ
ЭБАНОИДЗЕ;EBANOIDZE
ЗОРБЕГ;ZORBEG
ЭБРАЛИДЗЕ;EBRALIDZE
ЗААЛ;ZAALI
ЭЛИАВА;ELIAVA
ЭЛОШВИЛИ;ELOSHVILI
ЭСЕБУА;ESEBUA
ЯМАНИДЗЕ;IAMANIDZE
